pubDate,duration,title,guid
2022-12-30,00:21:42,"Romance Is Not Dead & Riding Through Deep Puddles - Newbie Questions With Sarah",54106d84-e8e5-4b06-8fd6-6cd761e2e728
2022-12-29,00:31:57,"Using Psychedelic's To Heal Trauma with Matt Zemon",ab7d863a-5a94-4f7c-95c8-1bef9d102e1a
2022-12-28,00:18:19,"How To Create A New Year Resolution You Won't Break",23164987-d13f-40aa-a77f-0b1d900c9bfb
2022-12-27,00:51:10,"Founders Series: Billion Dollar Lessons with James Louttit",ab4aa2a3-6e9b-474e-8e4f-9a76afefc280
2022-12-23,00:20:50,"How Cut Throat Is Anthony When He's Racing? - Newbie Questions With Sarah",d01692d2-032a-4f88-9422-e95402685aa1
2022-12-22,00:51:42,"The Voice Of Cycling - Ned Boulting",a67910ea-518a-400b-bf02-02e43df0090a
2022-12-21,00:12:43,"What You Didn't Know About Training the Day After Drinking Alcohol",2d87ede2-ea69-45d4-a21d-b626f95e8eea
2022-12-20,00:39:43,"Founders Series: The Training Peaks Story with Joe Friel",39ab83fb-3920-4dc6-8896-f61e9a285f0e
2022-12-19,00:11:38,"5 Skills You Need To Master On The Bike",d80901c2-ecb2-457e-8b4d-5f30c2af68da
2022-12-18,00:13:01,"The Effects Of Exercise On Brain Health & Ageing - With Sarah",cc5ab672-19c6-4825-89c6-4b10ad0b6cbd
2022-12-16,00:18:22,"Newbie Questions - World's Fastest Shoe & Sock Combination",5a441110-9693-4ae4-841e-1e075ef7aeb9
2022-12-15,00:58:45,"From Gangland To Hollywood With Richie Stephens",84ce6651-da8f-4df2-a493-000647adfa83
2022-12-14,00:09:47,"Why We Need To Think About Death",86bc7834-d59d-43c0-9b04-64051a35883b
2022-12-13,00:49:36,"Bringing Formula 1 Science To Cycling Aerodynamics With Barney Garrood, Aerosensor",3e497dd5-e2b5-449e-a571-66336df9c953
2022-12-12,00:14:13,"The MOST CHAOTIC Thing I've Ever Seen In A Bike Race - This Is Why CX Rocks",dcf604fc-1a18-42b6-accb-42d7fe23cc81
2022-12-11,00:14:29,"NEVER Quit Ever Again - With Sarah",303fd63a-34e9-4979-91c9-43b129607c6e
2022-12-09,00:25:37,"The ULTIMATE Cyclists Christmas Gift Guide - Newbie Questions With Sarah",53c863e3-5247-471c-ba20-13d07741ac83
2022-12-08,00:10:18,"Cyclocross: Everything You Need To Know About Dublin World Cup",e3a032ee-4605-4c3b-85b3-b4603fc503fe
2022-12-07,00:38:51,"Success Is Never A Straight Line With Zak Hanna",bd1c2b07-3466-4496-b664-61c3757b4e65
2022-12-06,00:57:17,"Founders Series: Building Stages Cycling With Pat Warner",13f2cec4-954b-42e0-b94b-04ffd7582bdb
2022-12-05,00:12:59,"Why You Should Design A Boring Life",d68ad832-d838-4286-8b8e-d3fe4e1a16f1
2022-12-02,00:21:05,"Marginal Gains, Everest Hacks & 8am Wake Up Calls - Newbie Questions With Saran Ann",ab6efb9a-d3ee-4d40-810b-3ba1609ef730
2022-12-01,00:44:28,"The Long Path: How Our Decisions Echo Through Time With Ari Wallach",54f7e6ce-c66d-451f-b8e2-c81c4cc173fe
2022-11-30,00:11:16,"FACT: I Now Understand The Spirit Of Gravel",ba1edd43-b2d0-4a7f-a487-f8dde100364d
2022-11-29,00:48:09,"Founders Series: Diarmuid McSweeney (Gym + Coffee)",d8b94692-bdcb-4c4c-940b-bac0ca7794b8
2022-11-28,00:14:17,"Junk Miles: Are You Wasting Your Time Training?",a5101cb1-d71c-42ad-a64d-e9df7ccecf96
2022-11-27,00:20:32,"Profiling The Biggest Team In The World - INEO Grenadiers",8bd99f30-4090-4ce9-a8ce-8f5bc9d4b60e
2022-11-25,00:20:46,"I Always Knew I'd Be Famous Someday - Newbie Questions with Sarah Ann",1dac30b2-6e41-472e-afa6-bbdf2acd7646
2022-11-24,00:40:42,"Britain's Newest Star - Fred Wright",9962f760-aa91-454a-8b6c-3c7427d0369d
2022-11-23,00:12:00,"5 Ways To Ruin Your Motivation",19673407-fc5b-4c54-839c-7585cf76ff86
2022-11-22,00:56:54,"Founders Series: Michael Brandt (HVMN Ketones)",747f93c3-a96d-4bf9-bb52-f9224c310fc8
2022-11-21,00:12:43,"How To Get The Most From Your Commute To Work",0288319d-9074-4484-8a9d-584bb742a57b
2022-11-19,00:10:27,"21 Tips That Will Give You More Speed Than A $14,879 Carbon Bike - With Sarah",88a0d1d9-6d3d-4724-a072-7475ccbe686f
2022-11-18,00:20:47,"The SRAM SCAM SHAM (People Are Getting Ripped Off) - Newbie Questions With Sarah",7935cdaf-31a9-4228-b5ce-bca8c183e1c2
2022-11-17,01:01:24,"My Struggles With Getting ""In Shape "" and Finding Balance & Fulfilment - With Siobhán O'Hagan",75c727c4-5eb2-4ad0-80f9-d7b284508cd3
2022-11-16,00:13:11,"Staying Motivated Through The Dark Winter Months",22eda425-151c-45b0-86e1-f6d29cea6f99
2022-11-14,00:15:54,"Five Ways, You Probably Didn't Know, To Stay Warm On The Bike",1d4dc287-0572-4a10-96ee-cb49319aebc5
2022-11-12,00:12:20,"Don't Make These Winter Training Mistakes (You've Been Told)",419da32d-4d4b-4154-87ee-b42f6c96207f
2022-11-11,00:17:52,"Can a Gravel Bike Moonlight as a Road Bike?- Newbie Questions With Sarah",1b962bb8-fe32-4015-a443-f52f0c1cc07c
2022-11-10,00:45:11,"From Triathlon to Pro MTB and The Becoming The Gravel Queen - Winner Of Leadville Hannah Otto",54ebdb6e-8300-468c-80ac-66c27c14ae24
2022-11-09,00:15:28,"Should You Workout Twice In The Same Day?",43ecbd31-3e1e-4459-829f-27c687449028
2022-11-07,00:07:42,"An Unexpected Lesson From Rouleur Live",d0d5c5ed-0f0c-438e-a25c-c58e4f91c42d
2022-11-04,00:22:39,"What Makes A Good Bike Rider? How Do I Get The Cycling X-Factor? - Newbie Questions",467f946b-30be-47e5-ae4b-ff675bb30d73
2022-11-03,00:53:22,"Physically Recovered But Emotionally & Mentally Finished With Pro Cycling - Tanja Erath",cc7e8480-c1ff-448a-9bbe-28ef5ef2236d
2022-11-02,00:10:18,"Why Did Aristotle Sleep On A Hard Floor?",9d3d5cdd-8e67-4e1a-bc84-c2bfb0455411
2022-11-01,00:52:27,"Hallucinations From Lack Of Sleep - How Ultra Bike Packing Pushes You To Your Limits With Sofiane Sehli",627b2f88-181b-42ba-8b22-c7d8f3a32c69
2022-10-29,00:12:51,"Sarah Is About To Pee Her Pants With Excitement - Tour de France 2023 ANNOUNCED!",f0dfde3e-9040-4318-94b3-97e1bd776558
2022-10-28,00:23:09,"The One Thing I Wish I Knew When I Started Cycling (It's Not What You Think) - Newbie Questions With Sarah",77e6f952-ef05-4626-920a-d8d89f1ca672
2022-10-27,00:56:35,"Inclusivity In Cycling - The Amani Project With Mikel Delagrange",a049fc58-a925-4bb1-8b5b-4dcba2b8a603
2022-10-26,00:11:28,"Building A Super Power - Just Show Up",f5240a9b-0876-4031-a526-a5fa6262e38c
2022-10-24,00:14:16,"Six Strange Cycling Superstitions",e5ea2e1f-9fa4-49a8-b438-48ff033242e5
2022-10-22,00:13:26,"The Gravel Cycling Grand Prix - A Series Of Incredible Twists & Turns",d2c30e40-47fa-4d6f-b37d-c8f5c0b3543f
2022-10-21,00:22:31,"My Saddle Hurts My Testicles, Is This Normal? - Newbie Questions With Sarah",69e45342-7f9b-44c6-abf9-7eadde40ae8c
2022-10-20,00:51:31,"Matt Stephens - A Masterclass In Reinvention",a257b173-2272-41fe-be85-a44205b94a10
2022-10-19,01:00:37,"Forgiveness & Re-Birth With Tyler Hamilton (Previously Unheard Audio)",e658a501-c129-43cb-a6d7-841eb7bf9fdc
2022-10-18,00:19:07,"7 Ways To Fall In Love With Indoor Training",3dbd0e4e-c257-4ece-9b19-251be7c4143f
2022-10-17,00:17:27,"Three Essential Productivity Tips To Help Fit Your Training In Around Work & Family",519b4d99-5b97-4091-933c-932eb6db67a9
2022-10-15,00:26:05,"""The Weekends Are For Cycling, Not For Farmers Markets"" - Newbie Questions With Sarah",f1e0640c-f191-4062-823b-61f7334558de
2022-10-14,00:12:25,"What Causes Foot Pain While Cycling & How To Fix It",aaddf11d-07a6-4a73-9c3c-1fee563fef1e
2022-10-13,00:54:11,"Is Monitoring Blood Sugar The Key To Next Level Performance with Dr David Lipman",e14f93d6-20c6-4163-a4e2-f0eeca62805b
2022-10-12,00:14:28,"Does Gravel Need The UCI?",01ed7497-3625-4a59-8280-ed9e2a169a97
2022-10-11,00:41:35,"Aaron Kearny - Star of Badlands and The Chamois Time Tour",68f10048-7712-481e-9b22-aa3c0a0d67a8
2022-10-10,00:19:07,"It's All About Gravel - Gravel Worlds & Lakeland Gravel Grinder.",59c0dfd6-2ad1-4259-9a1f-1e183aea8bee
2022-10-08,00:17:54,"What The Hell Is Cyclocross!?",a15a974c-912f-4db5-bde5-c23ceb5b6828
2022-10-07,00:17:46,"Sarah's First Ever Gravel Race - Newbie Questions",6b7c3e07-3967-463c-811d-65143872ff45
2022-10-06,00:13:43,"The End: My Final Gravel Race of 2022",e37683ab-569c-49ec-a7e1-8bb90c573b51
2022-10-05,00:14:42,"Best Three Lessons From 100 Self Help Books",0b0c2869-37c6-4f75-8101-49f22c2ad6d8
2022-10-04,00:12:17,"The Final Classic Of The Season - Il Lombardia",40617c0c-30a9-450a-9b7a-0ebb8f660cb3
2022-10-01,00:14:18,"The Rider Of Her Generation - Marianne Vos",485a74cb-8c5a-409d-8a23-174d77ddd50b
2022-09-30,00:20:15,"$1,000 For A Pair Of Cycling Socks - Newbie Questions With Sarah",12983845-0456-4eb0-9e89-d2e13eb96e93
2022-09-29,00:48:36,"The 2022 Badlands Winner - Lael Wilcox",c6fb3fc7-2ef8-49df-897f-61ab60070f11
2022-09-28,00:19:46,"The Three Best Things I've Learnt From 550 Podcast Episodes",8623f29b-c2a9-439d-983c-025ba103cd8a
2022-09-27,00:19:33,"I Just About Survived - The Chamois Time Tour",0fed6913-2d14-4175-944a-5473af72d632
2022-09-26,00:21:38,"Worlds: Van der Poel Arrested as Remco is Crowned King with Joe Laverick",0816dd07-1adb-4447-b6d8-e18e30907737
2022-09-22,00:12:22,"World Championships Road Race 2022 - A Preview",a825330b-5049-4df1-a596-3cf6a710cfe1
2022-09-20,00:11:32,"10 Things You Should Know Before Dating A Cyclist",c82c271b-62c3-446d-a693-bf055fefecd2
2022-09-17,00:08:58,"I Was Never A Mercedes Kind Girl Anyway - With Sarah",37535315-edf4-4ffb-bf97-8e9abe0eaedc
2022-09-16,00:17:14,"It's a FARCE! - Newbie Questions With Sarah",ce13ef47-6c36-473d-beef-10785872522d
2022-09-15,00:20:35,"Ella Harris - Smart, Witty and Fun But Underpinned By Talent & Drive",a15fc4ea-8220-455f-a838-bd1b13765dc1
2022-09-14,00:11:50,"350km in Two Days..The Chamois Time Tour Fuel...? Coke, Chocolate Milk & Beer",c99dce34-4646-4511-b18c-bb6ad59c20cb
2022-09-13,00:36:06,"Alina Jäger - Cyclist, Photographer, Videographer & Storyteller",c21320ea-caf8-4b89-bda4-ee12c92265b8
2022-09-12,00:10:16,"The Chamois Time Tour Spain - 1,600km in 10 Days",9304723c-1c60-44d8-b8d0-56192968e460
2022-09-09,00:10:03,"The UCI Relegation Rules Explained - With Sarah",e45bbac7-5ec7-4cd3-8216-adc9e5aa0210
2022-09-08,00:55:17,"Matthew Hayman - The Story Of The Under Dog",fcb2b623-2eee-4021-87f2-3f97120ad05c
2022-09-07,00:19:09,"Bad News From Badlands Gravel Race",d7471d4b-d2ce-4db2-a7e9-f3a9ad6457b3
2022-09-06,00:53:33,"Pushing The Limits Of Performance With Steve Magness",9be0e071-7e01-44e4-bcec-2f1bd0f6ac04
2022-09-05,00:37:03,"Jay Vine, Two Stage Winner The Vuelta a España - You Need To Hear This... So I Re-mastered It And Re-released It",588d9f8b-22cd-4a45-ad0d-8da5001eeac0
2022-09-03,00:19:07,"“Old Dudes In Suits Who Based Their Opinions On Belly Size” The Weird And Wonderful Rules Of Cycling",8fa8cf98-e0e7-49f1-982e-b17cec18b167
2022-09-02,00:17:01,"Magpie Attacks At The Cycling World Champs In Australia? - Newbie Questions with Sarah",d027778a-6540-4009-be49-373eea5c8aad
2022-09-01,00:15:38,"Equipment I'm Using For Badlands",6a05fdd0-ffba-45db-b0eb-c6ed6e05aa24
2022-08-30,00:40:51,"How To Win Races on Zwift with Sam Hill",af938924-bdb2-4f8a-b451-3d241e20405c
2022-08-29,00:12:03,"Remco Has A Major Problem - La Vuelta Rest Day Round-Up",16a095ed-e9b0-464b-a3f0-f43fe49ab60d
2022-08-27,00:20:24,"Wars, Terrorists, Bombs & Saddle Sores - A brief History Of La Vuelta a España",54a5cab0-4675-4b32-83fc-d5ca2ee8a360
2022-08-26,00:21:44,"What Is The Path To World Tour For Young Riders? - Newbie Questions With Sarah",bbaaad91-b3c2-4420-9a3b-d7177a5ff0e2
2022-08-25,00:41:33,"Performance Nutrition With James Bonham",705345c0-39bc-4a36-9350-2290a1c5e8f9
2022-08-24,00:12:32,"Can You Use Your Gravel Bike To Race Cyclocross?",628f6315-7b3d-4f99-b4fe-68afb004922b
2022-08-23,00:54:42,"Laying A Foundation For Healthy Living With Molly Galbraith",ba2adb7d-b4a3-4239-afe3-0db945b0209e
2022-08-22,00:29:31,"Sam Bennett is Back! Vuleta Predictions With Joe Laverick",5ecdfc7f-713e-4c4a-b3e9-6ec394e02348
2022-08-20,00:24:16,"Amphetamines, Strychnine, Testosterone, EPO and Motor Doping In Cycling",508f0bf1-88af-4fc6-887a-6f61572d0263
2022-08-19,00:22:51,"How To Spice Your Group Ride - Newbie Questions With Sarah",88ea5991-bfd0-4744-b286-663c78bea54b
2022-08-18,00:48:39,"What It Takes To Excel On Gravel With Alexey Vermeulen",78e7792f-085c-4a24-b33c-39f698736c6b
2022-08-17,00:13:35,"My Next Challenge - Europe's Hardest Ultra Race (Badlands)",684d5227-f5d5-4ad8-9f06-b14a238be2eb
2022-08-16,00:52:25,"A Love Letter To My Bike With Allison Tetrick",c7d2be2c-9fbd-41a4-8554-af57ea80c81f
2022-08-15,00:12:22,"Who Will Win This Year's Vuleta?",756e47e8-2505-4d06-8789-3b0b466b08bc
2022-08-13,00:17:43,"24 Of The Most Common Cycling Questions - With Sarah",e2675b91-6439-4ee8-a259-78e7628001ee
2022-08-12,00:22:29,"Motorist Throws a Glass Bottle at Our Group Spin! - Newbie Questions With Sarah",de748859-778f-423a-8e21-550aad21ab29
2022-08-11,00:14:41,"DISASTER! Lessons & Laughs From My First Zwift Race",6e290fbf-5555-4f22-9ee4-c42d75473340
2022-08-10,01:06:10,"Preventing Cognitive Decline with Matthew Bain",a534892e-e2a2-406a-b3aa-92ff0f246b4a
2022-08-09,00:11:34,"I'm Falling Apart - What's Inside My Head",2aaf9ce9-7c5b-49ed-b9f4-3a9fca002fd8
2022-08-08,00:43:33,"Leadout's & Fatherhood with Ryan Mullen",3259ceec-e270-4751-bf3e-2fb8bc978078
2022-08-06,00:23:38,"Latest Innovations In Cycling? - Newbie Questions With Sarah",27756d45-7bc0-43c8-80dd-c94b47b23d9f
2022-08-05,00:16:28,"38 Going On 25. Age is But A Number - With Sarah",5a28d5ec-2d2b-4473-99f7-aa6a562142a2
2022-08-04,00:39:28,"The Slow Road To Tehran With Rebecca Lowe",f21f501f-3e35-40e5-ba7e-c248c5683c4d
2022-08-03,01:00:49,"Avoiding A Life Of Regret with Colin O Brady",4231be86-4597-4e05-8e16-fabc847c1bf6
2022-08-02,00:46:39,"Fatal Conveniences With Emmy Winner, Darin Olien",bdc1c031-8b0f-44d3-8586-3dfce6924cd8
2022-07-30,00:17:11,"Sarah Leads A Group Ride And It's A Big FAIL",d169061d-564a-490d-ba76-3dcbe53b75de
2022-07-29,00:22:55,"The Complaints Are Rolling In About Sarah - Newbie Questions With Sarah",66688838-1ab5-40e4-bb4a-efe4549111e0
2022-07-28,00:33:36,"Why Zwift Backed A Women's Tour de France with Kate Veronneau",ce958650-fc5f-4d00-b57c-eec69983fd75
2022-07-27,00:22:12,"One For Your Bucket List - The RIFT",b0127f3b-7eb4-4142-b017-5ecba66998ea
2022-07-26,00:51:14,"Why Cycling Needed Le Tour de Femme Avec Zwift with Ashleigh Moolman Pasio",d3e0a79e-cef2-41f3-a97e-bb537d5c67ac
2022-07-25,00:15:41,"Booby Trapped Trails, Tour de France & The Rift",8997dda2-755d-4aed-87c1-e2b98e00b0f5
2022-07-23,00:17:12,"The Secrets To Looking More ""Pro"" On The Bike - With Sarah",feb76cd0-e0fd-4e70-9e2c-3b2559ada9e6
2022-07-22,00:27:00,"Geography Lessons, Gravel Riding & Bike Upgrades - Newbie Questions With Sarah",04575fc8-0193-497f-82da-c6bddd52f87c
2022-07-21,00:30:39,"My Quest To Climb One Million Ascent Meters with Jack Ultra Cyclist",24425017-7136-403e-9656-473402c7456c
2022-07-20,00:15:07,"It's Almost Time for The Rift, Iceland",dca96173-948c-401d-822f-354e63cadce4
2022-07-19,00:46:38,"Creating A Pathway To Happiness With Samantha Clarke",58f185bf-1924-4be5-987b-30e762a08c96
2022-07-18,00:27:17,"Tour Set For Final Week Showdown with Joe Laverick",358c1107-15e6-400d-a286-2c942ae3c3ad
2022-07-16,00:14:37,"The Perfect Training Recipe For Cyclists - With Sarah",38bfdcd7-4c48-4bdd-bdfe-b335339b2e22
2022-07-15,00:20:02,"Relationship Advice For Cyclists - Newbie Questions With Sarah",2cad0eed-343b-4681-b72d-0e4dd0b79411
2022-07-14,00:37:46,"Your New Secret Dietary Weapon, Sprouts! With Doug Evans",c718c6ac-91c9-4593-b75f-a538533d11be
2022-07-13,00:12:30,"Could Pogacar win the Tour With No Team Mates?",a67af98e-fc9a-4c72-89df-9e2124a9714b
2022-07-12,00:41:00,"One Of The Gravel Pioneers - Laura King",e859c6c7-6902-44f3-b676-a3e76ffebc49
2022-07-11,00:27:17,"Tour de France Rest Day Round-up With Joe Laverick",38fba09f-31f0-4294-98c9-0589e86c89e7
2022-07-09,00:15:02,"7 Tips For Weight Loss For Cyclists - With Sarah",5cfd14fc-1ce3-479f-a928-624a8d285775
2022-07-08,00:21:48,"Is There Still A Doping Culture In Pro Cycling - With Sarah",e4a949d6-1a0f-4d52-806b-84d41ae71795
2022-07-07,00:47:19,"How To Smash Your 10 Mile PB with Michael Hutchinson",08f8e9cf-a68e-4fba-af7c-aeecb65f46ae
2022-07-06,00:13:20,"It's All About Wout - Tour de France Show",4e51f0d9-1ccd-409f-9e35-ddd92b771b17
2022-07-05,00:53:06,"Fueling the Right Way with Orla Walsh",2f669385-5140-4cf1-a02d-4befbaf58180
2022-07-04,00:15:31,"Tour de France - Rest Day Round up",f33f9895-ee34-4674-83e8-0482353af62b
2022-07-02,00:14:13,"The Top 8 Cycling Skills You Need To Master - With Sarah",fcd0598b-cbb7-4374-abef-70b1157f2dfa
2022-07-01,00:21:14,"The Best 21 Days Of The Year! - Newbie Questions With Sarah",161fd71e-1276-434b-89d6-91ea6fe3f681
2022-06-30,00:10:55,"I've Signed - Becoming A Gravel ""Pro""",85947ebd-2ba7-48e5-aa58-3eb13aead1fa
2022-06-29,01:01:23,"From Stock Broker To Pro Cyclist in 12 Months with Alexandar Richardson",16eb126e-a4dd-48d2-904e-81a471bacc32
2022-06-28,01:06:19,"How to Get Faster As You Age with Ed Veal",df5fce3f-2781-4037-b381-fba9ceb09210
2022-06-27,00:13:22,"Tour de France Preview",c3a5a78f-2707-4d79-aed8-4a355c163270
2022-06-25,00:11:49,"Ten Pieces Of Cycling Kit You Need In Your Wardrobe - With Sarah",1ff3bc2e-a993-428d-8deb-e97040722283
2022-06-24,00:21:00,"What do Joe Biden and Track Cyclists Have In Common? - With Sarah Ann",3c45afd5-aee1-4306-ad24-08b48b0b6b1e
2022-06-23,00:51:59,"The Evolution of Coaching with Training Peaks Co- Founder Dirk Friel",4f04f83a-06b5-4ab6-a270-27d4c1dc0742
2022-06-22,00:11:29,"Five Ways To Avoid Getting Dropped Ever Again",55a876e4-05a4-4bc9-8812-0bd9d0bc401e
2022-06-21,00:45:14,"The Secret To Longevity in Cycling with Jeremiah Bishop",8f0cc449-8e28-4cf5-aa18-ec97f2d0cb66
2022-06-20,00:13:46,"A Special Breed - Men Of The Rás",da117e26-8d59-4e9c-b1c9-1986b32c5c78
2022-06-18,00:13:39,"Snot Rockets & Other Group Ride NO NOs - With Sarah",f33863f8-ec8c-4e34-a951-51d4dd5214d0
2022-06-17,00:22:38,"Aero Bars On A Gravel Bike? - Newbie Questions With Sarah",fe0068f4-9db2-406d-b523-6052f6014fde
2022-06-16,00:11:56,"Why is ""The Ras"" So Special?",cc5964f4-3285-4361-86a2-992882dd396c
2022-06-15,00:52:51,"Fat Loss Strategies with Shane Walsh",b364c057-9eb2-4f8d-8c85-6940ddb7a9c2
2022-06-14,00:13:55,"The Worst Sartorial Faux Pas You Can Make",6207b4ea-28b4-4bc0-85e0-4c5d6c6032f9
2022-06-13,00:46:41,"Bridging The Gap To World Tour with Joe Laverick",f26319ed-135a-46e9-8db5-701d2a3d68d2
2022-06-11,00:12:41,"7 Essentials I Bring On Every Spin - With Sarah",6d507e10-e74f-484e-8e55-b8eb3575787c
2022-06-10,00:22:56,"Chain Ring Tattoo Shame - With Sarah",92639886-5068-400e-8d67-9152b16f9fc8
2022-06-09,00:53:38,"Lessons Cyclists Can Learn From Ultra Running World with Zach Bitter",78b862f3-72fe-4e87-a3e4-f77319abf451
2022-06-08,00:13:42,"6 Ways To Avoid A Sore  A Ass While Cycling",4490ce29-65b1-4280-91b8-285075494aa5
2022-06-07,00:53:21,"From Dead In A Ditch To Olympic Gold with Mark Rohan",cfb83e67-b0fd-4be7-b94a-7726fa4f8efa
2022-06-04,00:11:33,"Female Specific Road Bikes... Gimmick or Gimme? - With Sarah",bba90b46-ed8f-40df-b91c-e8c72e434f1b
2022-06-03,00:19:33,"The Deadly Love Triangle That Has Rocked  The Gravel Biking World - With Sarah",ec0b3bc7-430a-4295-9bd1-bcc4e7855cd2
2022-06-02,00:54:39,"Cristiano Ronaldo's Sleep Coach - Nick Littlehales",ad018a52-4e19-4264-a822-e53bf49e4268
2022-06-01,00:13:49,"5 Ways To Avoid Illness After Your Target Event",a0b7cb33-fe2f-4173-89c3-a9844268b63d
2022-05-31,00:52:13,"One Of The Icons Of Our Sport - George Hincapie",fc294811-71e7-44b5-84a7-7692bfe1a8d7
2022-05-30,00:11:23,"Giro Round - Up & Huge Announcement",76cbe2c1-e157-4e5e-8094-6a2e4f8339d9
2022-05-28,00:12:59,"She Did It!",227d6ff8-0dae-4f99-84d6-86d48bad6357
2022-05-27,00:21:06,"Should I Buy A Gravel Bike - With Sarah",222638e5-58dd-4f6e-9a3c-093d6bc94c0c
2022-05-26,00:53:19,"Winning Cannot Be At All Costs with Cath Bishop",5a899047-884c-4f89-8770-141a6ec47907
2022-05-25,00:16:02,"Wicklow 200 - A Survival Guide",da469ecd-7117-4f3f-8f14-930cecf6860a
2022-05-24,00:48:58,"Live Well, Be Well with Sarah Ann Macklin",72cc8a28-ea10-4bc5-8bd6-8e664d1be9f4
2022-05-23,00:13:34,"Brake Checking Opponents & Homophobic Slurs - Giro Rest Day Roundup",9bfba4f5-8158-46e4-8a67-c7d5eee3da8e
2022-05-21,00:15:19,"750km Of Cycling in 5 Days - With Sarah",515eaa40-9c2a-4a06-b090-fc3393515b03
2022-05-20,00:16:11,"Head down, Ass up - With Sarah",b5149b65-9432-4e41-913f-19b959796f83
2022-05-19,00:43:14,"When Is An Athlete Ready To Train? with Sun Sachs",10d35739-b71d-4386-a4d9-f91b5dbb3106
2022-05-18,00:10:24,"History Is Made - Biniam Girmay wins Africa's First Ever Grand Tour Stage",96225595-a393-45ef-8228-3494703fffde
2022-05-17,00:53:13,"Close To Death with Imogen Cotter",9b2f5a89-28e8-483d-8a59-3633bb31aead
2022-05-16,00:12:01,"Giro d'Italia Rest Day Round-Up",7e978a48-ed08-4bb7-a728-8fe46aa10488
2022-05-14,00:12:57,"Giro d'Italia For Dummies - With Sarah",98a0c914-aef1-415f-a2be-0c2a86113856
2022-05-13,00:15:34,"Do ""Go Pros"" Have A Place On The Group Spin -  With Sarah",9e2c63be-dff6-4082-8e73-1670f22277d5
2022-05-12,00:49:08,"The Healing Power Of Adventure With Simon Parker",b647ce0c-2361-4e64-9123-f4f6a30c8b86
2022-05-11,00:36:51,"Upgrade Your Mind, Upgrade Your Life with William Lam",3cb3ed11-cd3f-49e2-8c5e-f7c08f3db905
2022-05-09,00:13:00,"Can Cycling Cause Erectile Dysfunction?",9dfc3dc3-9f40-4168-ae9c-c014ac1b32c5
2022-05-07,00:13:28,"Is Sarah In Hot Water With Her View On This Helmet?",5ad686c4-e59c-43a4-abc8-773c60d37833
2022-05-06,00:19:06,"FTP Test...The Worst 20 Minutes Of Your Life",e19af586-1593-4bce-9ec6-3cb203bd0e7f
2022-05-05,00:50:14,"Going All In For Your Dream with Ryan Anderson",42c0df75-ceeb-49c5-9f6c-35506c80466b
2022-05-04,00:19:19,"Giro d'Italia Preview",7a51ba59-e294-4389-9829-8577d1355b13
2022-05-03,00:40:20,"Clean Living & Self Growth with Mona Vand",7eaddaa1-1af6-463f-bb7a-dd9996cfce7a
2022-05-02,00:13:54,"How Good Was Sean Kelly?",382b5f63-1f4b-44dc-a9a1-e95048e5f0b3
2022-04-30,00:18:21,"Fact - Shaving Makes You More Aero",cc2f357b-6ba1-4f62-b8e0-a7bfdb1e3f2a
2022-04-29,00:20:57,"That Time I Drove My Bikes Into A Low Bridge With Sarah",59742275-7623-4b37-b263-a4b37deebedc
2022-04-27,00:12:05,"Don't Waste Your Time With Goals",26678d74-36c9-4984-b05e-8da9f1b2f2aa
2022-04-26,00:30:11,"Hannah Eden - The Work We Don't See",40a31f71-29a3-4bdc-8e33-2fbe804fa9e6
2022-04-25,00:10:58,"Top 5 Worst Pieces Of Cycling Advice",b6556be7-3d16-4204-86af-0ccaee7b520a
2022-04-23,00:09:46,"Please! No Visible Ass Cracks!",950c6bc4-b89d-471b-9dac-8f7df67532e7
2022-04-22,00:19:36,"Explosive Handlebars?? Sarah's Newbie Questions",80b5cedd-823c-4462-ada4-a351aba556a1
2022-04-21,00:36:19,"The Future Of Food With Paul Shapiro",61751978-2123-424c-9d83-1396d1621e0c
2022-04-20,00:11:04,"Bradley Wiggins Alleges Sexual Grooming",22c06e95-7458-4614-93ee-96295df99871
2022-04-19,00:52:56,"Where Is My Mind - Niall Breslin",756d2cce-7005-4357-b427-d8287d8909e2
2022-04-18,00:12:22,"The Secret To Going Uphill Fast - 3 Tips",b4c321c0-0e99-4f59-bf6c-14e6cfe7fb8a
2022-04-16,00:10:45,"Sarah's First Solo Podcast",cca4835e-72f1-4227-9302-5546301662bf
2022-04-15,00:16:49,"Why Does Nobody Wave While Out Training With Sarah",69badb6a-952a-4e89-bb83-9bd66cb239a5
2022-04-13,00:11:55,"Are Recovery Rides Beneficial?",3ea49681-74ce-43cc-b216-6d80af01e149
2022-04-12,01:23:28,"How To Break The Diet Cycle With Paul Dermody",96bf3533-0ca6-4468-a95a-4da9b6ce5958
2022-04-11,00:18:30,"Mallorca 312 Survival Guide",21027654-5198-405e-b3e4-35ea786281e6
2022-04-08,00:16:04,"Never Use The Word ""Taint"" Again with Sarah Ann",b0d88f53-ec76-4276-a689-0a759ce60c5b
2022-04-07,00:40:24,"Upgrade The Quality Of Your Life By Restructuring Your Value System With Dr DeMartini",71a3783e-186d-4c4f-acc5-98b7de65ea7c
2022-04-06,00:46:47,"Breaking The Cycle Of Overeating with Dr Glenn Livingston",0e07010d-5a22-4e2c-932c-5d2c3c92178c
2022-04-05,00:52:13,"How To Reinvent Yourself With Matt Stephens",723d8e5e-713e-4eda-a488-9dad3c9e9d56
